problem_id,step_index,operation_type,eligible_operators,reason_eligible,reason_excluded
math500_384,0,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_385,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_385,1,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_FRACTION_FLIP",N/A
math500_385,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_385,3,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_386,0,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_386,1,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_386,2,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_387,0,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_388,0,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_388,1,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_388,2,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_389,0,EQUATION_DERIVATION,OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_389,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_389,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP",N/A
math500_389,3,EQUATION_DERIVATION,OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_389,4,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_389,5,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_390,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_390,1,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_390,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_390,3,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP",N/A
math500_390,4,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_391,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,1,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_391,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,3,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_391,4,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,5,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,6,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,7,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,8,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,9,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_391,10,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,11,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,12,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_391,13,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_391,14,ALGEBRAIC_SIMPLIFICATION,OP_SIGN_FLIP,Contains verifiable math expression eligible for OP_SIGN_FLIP,N/A
math500_391,15,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_391,16,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_391,17,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_391,18,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_391,19,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP",N/A
math500_391,20,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_391,21,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_391,22,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_392,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_392,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_392,2,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_393,0,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_394,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_394,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_394,2,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_395,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP",N/A
math500_395,1,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_396,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_396,1,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_396,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_396,3,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_396,4,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB,Contains verifiable math expression eligible for OP_CONSTANT_PERTURB,N/A
math500_396,5,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_396,6,EQUATION_DERIVATION,OP_TERM_SWAP,Contains verifiable math expression eligible for OP_TERM_SWAP,N/A
math500_396,7,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP",N/A
math500_396,8,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_396,9,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB,Contains verifiable math expression eligible for OP_CONSTANT_PERTURB,N/A
math500_396,10,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_397,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_397,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP",N/A
math500_397,2,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_398,0,ALGEBRAIC_SIMPLIFICATION,OP_SIGN_FLIP,Contains verifiable math expression eligible for OP_SIGN_FLIP,N/A
math500_398,1,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_FRACTION_FLIP",N/A
math500_398,2,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_FRACTION_FLIP",N/A
math500_398,3,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_FRACTION_FLIP",N/A
math500_398,4,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_399,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_399,1,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_399,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_399,3,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_400,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_400,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_400,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_400,3,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_400,4,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_400,5,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_400,6,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_401,0,EQUATION_DERIVATION,OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_401,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_401,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_401,3,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_401,4,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB,Contains verifiable math expression eligible for OP_CONSTANT_PERTURB,N/A
math500_401,5,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_401,6,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_401,7,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB,Contains verifiable math expression eligible for OP_CONSTANT_PERTURB,N/A
math500_401,8,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_401,9,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_402,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_402,1,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_402,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_402,3,ALGEBRAIC_SIMPLIFICATION,OP_SIGN_FLIP,Contains verifiable math expression eligible for OP_SIGN_FLIP,N/A
math500_402,4,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_402,5,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_402,6,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_402,7,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_402,8,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_403,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_403,1,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB,Contains verifiable math expression eligible for OP_CONSTANT_PERTURB,N/A
math500_403,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_403,3,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_403,4,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_403,5,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB,Contains verifiable math expression eligible for OP_CONSTANT_PERTURB,N/A
math500_403,6,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_403,7,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_403,8,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_403,9,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_403,10,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_404,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_404,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_404,2,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB,Contains verifiable math expression eligible for OP_CONSTANT_PERTURB,N/A
math500_404,3,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_404,4,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_405,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_405,1,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_406,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_406,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_406,2,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_406,3,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_407,0,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_407,1,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_408,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_408,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_408,2,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_FRACTION_FLIP",N/A
math500_408,3,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_408,4,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_408,5,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_408,6,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_408,7,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_FRACTION_FLIP",N/A
math500_408,8,ALGEBRAIC_SIMPLIFICATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP",N/A
math500_408,9,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_408,10,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_409,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_409,1,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_409,2,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_409,3,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_TERM_SWAP",N/A
math500_409,4,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP|OP_FRACTION_FLIP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP, OP_FRACTION_FLIP",N/A
math500_409,5,FINAL_ANSWER,NONE,N/A,Operation type FINAL_ANSWER does not contain deterministic numeric/algebraic target transition
math500_410,0,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
math500_410,1,EQUATION_DERIVATION,OP_CONSTANT_PERTURB|OP_SIGN_FLIP|OP_TERM_SWAP,"Contains verifiable math expression eligible for OP_CONSTANT_PERTURB, OP_SIGN_FLIP, OP_TERM_SWAP",N/A
math500_410,2,CONCEPTUAL_PROSE,NONE,N/A,Operation type CONCEPTUAL_PROSE does not contain deterministic numeric/algebraic target transition
